serving_size,serving_count,calories,calories_pdv,total_fat,saturated_fat,trans_fat,cholesterol,sodium,total_carbohydrate,dietary_fiber,total_sugars,added_sugars,protein,vitamin_d,vitamin_a,vitamin_c,calcium,iron,potassium,total_fat_pdv,saturated_fat_pdv,trans_fat_pdv,cholesterol_pdv,sodium_pdv,total_carbohydrate_pdv,dietary_fiber_pdv,total_sugars_pdv,added_sugars_pdv,protein_pdv,vitamin_d_pdv,vitamin_a_pdv,vitamin_c_pdv,calcium_pdv,iron_pdv,potassium_pdv,item_id
,,330.0,,22 g,9 g,0 g,0 mg,650 mg,11 g,4 g,0 g,,21 g,0.03 µg,63.44 µg,19.91 mg,1611.32 mg,0.17 mg,82.41 mg,28,43,,0,28,4,15,2,,41,0,7,22,124,1,2,4534
3.48 ea (99 g),,100.0,,6 g,1 g,0 g,0 mg,140 mg,9 g,3 g,2 g,,3 g,0.0 µg,72.81 µg,4.65 mg,75.38 mg,1.46 mg,193.66 mg,8,4,,0,6,3,11,4,,7,0,8,5,6,8,4,4532
553 g,,1070.0,,19 g,1.5 g,0 g,165 mg,2710 mg,185 g,14 g,3 g,,45 g,0.11 µg,191.06 µg,12.33 mg,378.03 mg,12.22 mg,383.73 mg,24,8,,55,118,67,49,6,,90,1,21,14,29,68,8,4543
0 g,,280.0,,22 g,9 g,0 g,0 mg,450 mg,2 g,2 g,0 g,,19 g,0.0 µg,0.0 µg,0.0 mg,65.0 mg,3.46 mg,303.0 mg,28,43,,0,20,1,8,0,,39,0,0,0,5,19,6,4576
,,300.0,,18 g,8 g,0 g,80 mg,20 mg,30 g,2 g,20 g,,5 g,0.36 µg,117.52 µg,0.27 mg,46.15 mg,1.14 mg,67.88 mg,23,39,,27,1,11,6,41,,11,2,13,0,4,6,1,4553
213 g,,440.0,,24 g,12 g,0 g,95 mg,540 mg,30 g,3 g,3 g,,24 g,0.38 µg,231.7 µg,6.37 mg,450.01 mg,3.26 mg,413.52 mg,31,62,,31,24,11,12,7,,49,2,26,7,35,18,9,4551
237 g,,140.0,,8 g,1 g,0 g,0 mg,220 mg,10 g,5 g,2 g,,10 g,0.0 µg,548.02 µg,51.5 mg,253.12 mg,4.67 mg,828.77 mg,10,6,,0,10,4,16,4,,20,0,61,57,19,26,18,4560
1.4 ea (40 g),,160.0,,6 g,4 g,0 g,15 mg,80 mg,23 g,0 g,11 g,,2 g,0.0 µg,82.99 µg,0.2 mg,10.87 mg,0.85 mg,75.64 mg,8,19,,5,4,8,2,21,,3,0,9,0,1,5,2,4559
181 g,,80.0,,4 g,2 g,0 g,10 mg,590 mg,12 g,2 g,4 g,,2 g,0.04 µg,431.12 µg,15.66 mg,51.33 mg,0.54 mg,291.9 mg,5,11,,4,26,4,6,7,,3,0,48,17,4,3,6,4455
156 g,,410.0,,19 g,11 g,0 g,70 mg,660 mg,44 g,4 g,2 g,,15 g,0.0 µg,150.26 µg,2.75 mg,254.39 mg,3.96 mg,187.01 mg,24,55,,24,29,16,14,5,,30,0,17,3,20,22,4,4557
477 g,,770.0,,51 g,10 g,0 g,125 mg,820 mg,62 g,10 g,12 g,,19 g,0.86 µg,102.13 µg,18.75 mg,303.18 mg,6.11 mg,868.38 mg,66,48,,41,36,22,35,25,,38,4,11,21,23,34,18,4558
,,110.0,,6 g,3.5 g,0 g,15 mg,230 mg,12 g,1 g,9 g,,5 g,0.09 µg,162.84 µg,6.56 mg,132.35 mg,0.66 mg,193.53 mg,7,18,,5,10,4,5,18,,10,0,18,7,10,4,4,4555
297 g,,420.0,,12 g,1.5 g,0 g,80 mg,1000 mg,61 g,5 g,5 g,,19 g,0.06 µg,81.08 µg,15.56 mg,105.17 mg,4.37 mg,468.19 mg,15,9,,26,44,22,19,10,,38,0,9,17,8,24,10,4556
160 g,,250.0,,14 g,3.5 g,0 g,30 mg,220 mg,26 g,4 g,4 g,,7 g,0.0 µg,319.02 µg,13.71 mg,185.5 mg,2.1 mg,251.26 mg,18,19,,10,10,9,13,7,,13,0,35,15,14,12,5,4554
4.11 ea (116 g),,290.0,,6 g,1 g,0 g,4 mg,390 mg,56 g,3 g,29 g,,5 g,0.06 µg,305.46 µg,2.16 mg,75.6 mg,1.95 mg,246.45 mg,8,6,,1,17,20,10,58,,10,0,34,2,6,11,5,4563
106 g,,220.0,,6 g,1.5 g,0 g,45 mg,110 mg,34 g,7 g,6 g,,8 g,0.22 µg,34.19 µg,0.58 mg,120.46 mg,2.1 mg,182.88 mg,8,8,,16,5,12,26,13,,16,1,4,1,9,12,4,4562
3.5 ea (99 g),,90.0,,4 g,0.5 g,0 g,0 mg,290 mg,11 g,1 g,2 g,,3 g,0.0 µg,138.18 µg,4.9 mg,24.8 mg,0.65 mg,161.07 mg,5,3,,0,13,4,5,4,,6,0,15,5,2,4,3,4561
3.84 ea (109 g),,340.0,,14 g,5 g,0 g,50 mg,310 mg,51 g,4 g,32 g,,7 g,0.26 µg,53.57 µg,1.77 mg,97.26 mg,2.3 mg,274.16 mg,17,25,,16,13,19,15,63,,14,1,6,2,7,13,6,4565
6.74 cup (191 g),,150.0,,8 g,2 g,0 g,10 mg,220 mg,16 g,2 g,4 g,,5 g,0.0 µg,24.96 µg,7.28 mg,112.06 mg,0.53 mg,155.4 mg,10,10,,3,10,6,7,9,,10,0,3,8,9,3,3,4247
2.5 ea (71 g),,60.0,,3 g,0 g,0 g,0 mg,140 mg,9 g,1 g,6 g,,0 g,0.0 µg,9.38 µg,8.16 mg,19.73 mg,0.6 mg,79.36 mg,4,2,,0,6,3,4,11,,1,0,1,9,2,3,2,4564
3 ea (85 g),,120.0,,9 g,1 g,0 g,0 mg,35 mg,8 g,2 g,2 g,,3 g,0.01 µg,30.92 µg,5.17 mg,22.07 mg,1.34 mg,189.81 mg,11,6,,0,2,3,8,5,,6,0,3,6,2,7,4,4566
189 g,,200.0,,18 g,1.5 g,0 g,0 mg,740 mg,0 g,0 g,0 g,,8 g,0.0 µg,3.25 µg,0.83 mg,470.67 mg,1.0 mg,11.85 mg,23,8,,0,32,0,1,0,,16,0,0,1,36,6,0,4570
2.7 ea (77 g),,280.0,,13 g,8 g,0 g,60 mg,210 mg,39 g,0 g,23 g,,3 g,0.19 µg,112.64 µg,1.2 mg,47.66 mg,1.25 mg,70.28 mg,16,38,,20,9,14,3,47,,6,1,13,1,4,7,1,4569
143 g,,120.0,,5 g,0.5 g,0 g,0 mg,60 mg,19 g,5 g,7 g,,2 g,0.0 µg,568.27 µg,16.29 mg,49.42 mg,0.64 mg,480.19 mg,6,3,,0,3,7,19,13,,3,0,63,18,4,4,10,4568
365 g,,350.0,,26 g,14 g,0 g,55 mg,40 mg,28 g,5 g,2 g,,4 g,0.0 µg,219.37 µg,27.52 mg,92.31 mg,2.7 mg,469.68 mg,33,69,,19,2,10,18,3,,9,0,24,31,7,15,10,4567
255 g,,300.0,,16 g,2 g,0 g,0 mg,1220 mg,29 g,11 g,2 g,,19 g,0.0 µg,18.51 µg,3.37 mg,96.01 mg,2.96 mg,487.2 mg,21,10,,0,53,10,41,5,,38,0,2,4,7,16,10,4486
85 g,,110.0,,6 g,3.5 g,0 g,15 mg,230 mg,12 g,1 g,9 g,,5 g,0.09 µg,162.84 µg,6.56 mg,132.35 mg,0.66 mg,193.53 mg,7,18,,5,10,4,5,18,,10,0,18,7,10,4,4,4577
155 g,,100.0,,4.5 g,0.5 g,0 g,0 mg,15 mg,16 g,2 g,0 g,,1 g,0.0 µg,27.26 µg,16.49 mg,51.71 mg,1.12 mg,522.75 mg,6,3,,0,1,6,8,0,,2,0,3,18,4,6,11,4485
147 g,,280.0,,8 g,4.5 g,0 g,25 mg,670 mg,38 g,11 g,2 g,,14 g,0.15 µg,62.86 µg,2.03 mg,221.9 mg,1.28 mg,120.98 mg,11,24,,9,29,14,40,3,,29,1,7,2,17,7,3,4601
189 g,,100.0,,6 g,1 g,0 g,0 mg,55 mg,7 g,3 g,3 g,,7 g,0.04 µg,289.81 µg,24.57 mg,163.5 mg,2.66 mg,589.66 mg,7,5,,0,2,2,10,5,,15,0,32,27,13,15,13,4578
391 g,,780.0,,45 g,5 g,0 g,0 mg,690 mg,77 g,16 g,10 g,,19 g,0.08 µg,647.5 µg,30.62 mg,193.04 mg,8.13 mg,615.79 mg,58,27,,0,30,28,59,21,,38,0,72,34,15,45,13,4602
3.74 ea (106 g),,320.0,,10 g,6 g,0 g,65 mg,190 mg,55 g,2 g,28 g,,5 g,0.31 µg,90.58 µg,1.04 mg,53.88 mg,2.06 mg,113.35 mg,13,28,,22,8,20,6,55,,10,2,10,1,4,11,2,4599
186 g,,720.0,,52 g,16 g,0 g,250 mg,1080 mg,43 g,2 g,3 g,,24 g,1.32 µg,165.99 µg,0.47 mg,155.79 mg,3.39 mg,198.65 mg,67,79,,83,47,16,7,6,,47,7,18,1,12,19,4,4607
,,40.0,,3 g,0 g,0 g,0 mg,30 mg,2 g,1 g,0 g,,0 g,0.0 µg,175.98 µg,15.19 mg,13.8 mg,0.79 mg,69.54 mg,4,2,,0,1,1,4,1,,2,0,20,17,1,4,1,4608
45 g,,45.0,,3.5 g,0.5 g,0 g,0 mg,10 mg,3 g,1 g,1 g,,0 g,0.01 µg,39.76 µg,9.11 mg,9.41 mg,0.28 mg,130.31 mg,5,3,,0,1,1,4,3,,1,0,4,10,1,2,3,4588
,,150.0,,6 g,1 g,0 g,50 mg,65 mg,5 g,0 g,5 g,,19 g,0.0 µg,15.31 µg,1.74 mg,15.12 mg,0.9 mg,465.3 mg,8,5,,17,3,2,0,9,,37,0,2,2,1,5,10,4580
108 g,,35.0,,4 g,0.5 g,0 g,0 mg,20 mg,0 g,0 g,0 g,,0 g,0.0 µg,0.03 µg,0.0 mg,0.55 mg,0.03 mg,1.59 mg,5,3,,0,1,0,0,0,,0,0,0,0,0,0,0,4581
9.09 ea (258 g),,430.0,,37 g,8 g,0 g,20 mg,200 mg,20 g,6 g,12 g,,10 g,0.1 µg,224.02 µg,31.42 mg,159.34 mg,1.88 mg,568.71 mg,47,41,,6,9,7,20,23,,20,1,25,35,12,10,12,4590
1 cup (28 g),,110.0,,12 g,1 g,0 g,0 mg,35 mg,1 g,0 g,0 g,,0 g,0.0 µg,0.14 µg,0.23 mg,3.89 mg,0.13 mg,29.87 mg,15,6,,0,1,1,1,2,,0,0,0,0,0,1,1,4591
2.5 ea (71 g),,100.0,,5 g,1 g,0 g,0 mg,15 mg,13 g,2 g,5 g,,4 g,0.0 µg,214.57 µg,30.1 mg,50.98 mg,1.38 mg,307.34 mg,6,4,,0,1,5,8,10,,8,0,24,33,4,8,7,4592
0.99 cup (28 g),,160.0,,18 g,2.5 g,0 g,0 mg,10 mg,0 g,0 g,0 g,,0 g,0.0 µg,0.43 µg,0.55 mg,2.14 mg,0.32 mg,25.42 mg,23,12,,0,0,0,1,0,,0,0,0,1,0,2,1,4594
4.7 ea (133 g),,280.0,,12 g,4 g,0 g,75 mg,360 mg,39 g,2 g,25 g,,5 g,0.69 µg,516.71 µg,2.86 mg,57.03 mg,1.54 mg,188.22 mg,15,21,,24,16,14,8,50,,9,3,57,3,4,9,4,4595
31 g,,80.0,,6 g,4 g,0 g,20 mg,0 mg,6 g,0 g,4 g,,0 g,0.11 µg,53.25 µg,0.0 mg,28.64 mg,0.02 mg,42.11 mg,8,20,,7,0,2,0,8,,2,1,6,0,2,0,1,4596
6.67 ea (189 g),,670.0,,29 g,9 g,0 g,180 mg,370 mg,99 g,2 g,86 g,,8 g,1.1 µg,137.12 µg,0.15 mg,52.86 mg,1.46 mg,133.06 mg,38,45,,59,16,36,6,172,,16,6,15,0,4,8,3,4597
5.91 ea (167 g),,390.0,,15 g,5 g,0 g,0 mg,210 mg,62 g,1 g,48 g,,1 g,0.0 µg,0.03 µg,0.08 mg,17.1 mg,0.33 mg,77.04 mg,19,24,,0,9,23,5,95,,2,0,0,0,1,2,2,4598
5.77 cup (164 g),,80.0,,2 g,0 g,0 g,0 mg,620 mg,14 g,2 g,3 g,,1 g,0.0 µg,410.33 µg,2.56 mg,28.72 mg,0.48 mg,230.37 mg,3,1,,0,27,5,8,6,,3,0,46,3,2,3,5,4579
351 g,,0.0,,0 g,0 g,0 g,0 mg,280 mg,0 g,0 g,0 g,,0 g,0.0 µg,0.0 µg,0.0 mg,0.0 mg,0.0 mg,0.04 mg,0,0,,0,12,0,0,2,,0,0,0,0,0,0,0,4582
328 g,,340.0,,15 g,2 g,0 g,0 mg,250 mg,47 g,8 g,2 g,,8 g,0.0 µg,53.04 µg,17.71 mg,89.35 mg,2.92 mg,744.49 mg,20,10,,0,11,17,28,4,,15,0,6,20,7,16,16,4600
127 g,,100.0,,3.5 g,0 g,0 g,0 mg,40 mg,18 g,5 g,9 g,,4 g,0.0 µg,45.89 µg,97.08 mg,61.23 mg,1.91 mg,459.56 mg,4,2,,0,2,7,19,18,,8,0,5,108,5,11,10,4584
151 g,,150.0,,8 g,1.5 g,0 g,0 mg,105 mg,17 g,4 g,10 g,,4 g,0.0 µg,1045.28 µg,9.51 mg,51.9 mg,1.57 mg,531.57 mg,11,6,,0,5,6,16,19,,7,0,116,11,4,9,11,4585
1.93 cup (55 g),,50.0,,2.5 g,1.5 g,0 g,15 mg,20 mg,3 g,0 g,0 g,,3 g,0.01 µg,50.96 µg,0.52 mg,4.82 mg,0.17 mg,45.43 mg,4,6,,5,1,1,1,0,,7,0,6,1,0,1,1,4586
1.53 ea (43 g),,50.0,,1.5 g,0 g,0 g,0 mg,10 mg,10 g,1 g,7 g,,0 g,0.0 µg,1.21 µg,3.41 mg,6.08 mg,0.16 mg,30.98 mg,2,1,,0,0,3,5,13,,0,0,0,4,0,1,1,4587
2 cup (57 g),,0.0,,0 g,0 g,0 g,0 mg,5 mg,0 g,0 g,0 g,,0 g,0.0 µg,0.01 µg,0.0 mg,1.84 mg,0.01 mg,1.23 mg,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,4589
1.01 ea (29 g),,160.0,,14 g,2.5 g,0 g,0 mg,0 mg,3 g,2 g,0 g,,9 g,0.0 µg,5.41 µg,0.6 mg,14.32 mg,2.54 mg,234.5 mg,18,12,,0,0,1,7,1,,17,0,1,1,1,14,5,4593
2.5 ea (71 g),,60.0,,0.5 g,0 g,0 g,0 mg,10 mg,9 g,2 g,0 g,,4 g,0.0 µg,7.8 µg,3.34 mg,9.09 mg,0.98 mg,136.16 mg,1,0,,0,0,3,6,2,,7,0,1,4,1,5,3,4630
246 g,,580.0,,39 g,12 g,1 g,80 mg,690 mg,32 g,2 g,2 g,,24 g,0.89 µg,108.51 µg,7.95 mg,208.17 mg,1.87 mg,436.5 mg,50,60,,27,30,12,9,5,,48,4,12,9,16,10,9,4628
5.08 cup (144 g),,250.0,,18 g,2.5 g,0 g,0 mg,15 mg,21 g,3 g,1 g,,3 g,0.0 µg,2.3 µg,23.18 mg,17.19 mg,1.3 mg,512.5 mg,23,13,,0,1,7,9,2,,5,0,0,26,1,7,11,4629
217 g,,390.0,,19 g,7 g,1 g,60 mg,430 mg,33 g,2 g,2 g,,20 g,0.82 µg,18.68 µg,6.27 mg,34.2 mg,1.89 mg,441.25 mg,25,33,,20,19,12,9,4,,40,4,2,7,3,11,9,4627
297 g,,420.0,,12 g,1.5 g,0 g,80 mg,1010 mg,61 g,6 g,5 g,,19 g,0.06 µg,89.1 µg,15.53 mg,106.65 mg,4.43 mg,477.52 mg,15,9,,26,44,22,20,10,,38,0,10,17,8,25,10,4631
2.94 ea (83 g),,100.0,,1 g,0 g,0 g,0 mg,60 mg,23 g,4 g,17 g,,0 g,0.0 µg,580.8 µg,7.5 mg,40.79 mg,0.46 mg,274.83 mg,1,1,,0,3,9,13,34,,2,0,65,8,3,3,6,4643
230 g,,180.0,,5 g,0.5 g,0 g,0 mg,240 mg,26 g,8 g,6 g,,8 g,0.0 µg,30.66 µg,12.63 mg,101.66 mg,3.01 mg,413.75 mg,7,3,,0,10,10,30,12,,16,0,3,14,8,17,9,4641
101 g,,60.0,,0 g,0 g,0 g,0 mg,0 mg,12 g,0 g,0 g,,1 g,0.0 µg,0.0 µg,0.0 mg,2.84 mg,0.08 mg,6.24 mg,0,0,,0,0,4,2,0,,2,0,0,0,0,0,0,4642
,,250.0,,6 g,1 g,0 g,0 mg,45 mg,47 g,5 g,17 g,,5 g,0.0 µg,40.98 µg,25.98 mg,127.72 mg,2.49 mg,972.4 mg,8,5,,0,2,17,19,34,,10,0,5,29,10,14,21,4645
335 g,,660.0,,22 g,2.5 g,0 g,75 mg,760 mg,89 g,4 g,8 g,,26 g,0.77 µg,45.26 µg,6.8 mg,70.38 mg,2.71 mg,498.28 mg,28,13,,25,33,32,14,17,,53,4,5,8,5,15,11,4644
0.99 cup (28 g),,120.0,,13 g,2 g,0 g,0 mg,0 mg,2 g,0 g,1 g,,0 g,0.0 µg,0.09 µg,0.49 mg,1.0 mg,0.1 mg,7.96 mg,16,9,,0,0,1,0,3,,0,0,0,1,0,1,0,4666
1 cup (28 g),,130.0,,13 g,1.5 g,0 g,0 mg,5 mg,4 g,0 g,2 g,,0 g,0.0 µg,48.64 µg,10.7 mg,16.2 mg,0.49 mg,78.0 mg,16,9,,0,0,1,2,3,,1,0,5,12,1,3,2,4667
2 cup (57 g),,190.0,,20 g,4.5 g,0 g,20 mg,180 mg,3 g,0 g,2 g,,1 g,0.04 µg,31.93 µg,1.28 mg,43.45 mg,0.2 mg,66.02 mg,25,23,,7,8,1,1,3,,3,0,4,1,3,1,1,4668
,,140.0,,15 g,2.5 g,0 g,10 mg,140 mg,0 g,0 g,0 g,,0 g,0.04 µg,3.93 µg,0.32 mg,10.4 mg,0.06 mg,17.68 mg,20,13,,3,6,0,0,1,,1,0,0,0,1,0,0,4523
16 cup (226 g),,890.0,,36 g,22 g,0 g,100 mg,640 mg,136 g,23 g,100 g,,39 g,10.67 µg,268.89 µg,8.99 mg,1006.47 mg,8.99 mg,2289.33 mg,46,110,,33,28,50,81,200,,78,53,30,10,77,50,49,3994
28 g,,90.0,,2.5 g,0 g,0 g,0 mg,190 mg,15 g,0 g,0 g,,2 g,0.0 µg,0.0 µg,0.0 mg,24.81 mg,1.06 mg,35.0 mg,3,1,,0,8,5,1,1,,5,0,0,0,2,6,1,3995
114 g,,15.0,,0.5 g,0 g,0 g,0 mg,75 mg,2 g,1 g,1 g,,2 g,0.0 µg,252.89 µg,51.03 mg,119.18 mg,0.91 mg,286.07 mg,1,0,,0,3,1,4,3,,3,0,28,57,9,5,6,3971
180 g,,290.0,,7 g,1.5 g,0 g,90 mg,430 mg,32 g,5 g,3 g,,27 g,0.0 µg,64.48 µg,5.8 mg,138.15 mg,2.88 mg,530.15 mg,8,7,,30,19,12,17,7,,54,0,7,6,11,16,11,4647
3 ea (85 g),,110.0,,8 g,0.5 g,0 g,0 mg,75 mg,7 g,3 g,3 g,,4 g,0.0 µg,169.15 µg,16.7 mg,34.77 mg,0.94 mg,261.21 mg,10,4,,0,3,2,9,5,,8,0,19,19,3,5,6,4646
,,150.0,,8 g,3.5 g,0 g,15 mg,330 mg,18 g,3 g,3 g,,5 g,0.05 µg,60.53 µg,4.85 mg,140.91 mg,0.89 mg,226.27 mg,10,17,,5,15,6,11,5,,9,0,7,5,11,5,5,4038
3 cup (85 g),,130.0,,8 g,3 g,0 g,15 mg,330 mg,9 g,3 g,1 g,,5 g,0.06 µg,30.82 µg,6.15 mg,121.74 mg,2.08 mg,265.21 mg,11,15,,5,14,3,9,3,,10,0,3,7,9,12,6,4648
,,50.0,,0 g,0 g,0 g,0 mg,30 mg,10 g,4 g,2 g,,4 g,0.0 µg,43.11 µg,96.39 mg,47.94 mg,1.6 mg,442.05 mg,0,0,,0,1,4,15,5,,8,0,5,107,4,9,9,4538
200 g,,70.0,,3 g,0 g,0 g,0 mg,900 mg,11 g,2 g,2 g,,2 g,0.0 µg,106.68 µg,5.66 mg,21.06 mg,0.64 mg,191.94 mg,4,2,,0,39,4,8,5,,4,0,12,6,2,4,4,4649
503 g,,1070.0,,30 g,2.5 g,0 g,0 mg,2360 mg,178 g,16 g,6 g,,32 g,0.4 µg,28.92 µg,9.51 mg,248.08 mg,10.92 mg,765.82 mg,38,13,,0,103,65,56,12,,63,2,3,11,19,61,16,4650
178 g,,480.0,,30 g,6 g,0 g,140 mg,260 mg,3 g,0 g,0 g,,46 g,0.16 µg,43.0 µg,11.46 mg,48.2 mg,2.79 mg,460.95 mg,39,29,,47,11,1,3,1,,92,1,5,13,4,16,10,4609
114 g,,110.0,,6 g,1 g,0 g,0 mg,20 mg,14 g,3 g,2 g,,2 g,0.0 µg,47.64 µg,28.34 mg,35.02 mg,0.79 mg,319.38 mg,7,4,,0,1,5,11,3,,3,0,5,31,3,4,7,4656
167 g,,140.0,,0.5 g,0 g,0 g,55 mg,600 mg,23 g,2 g,18 g,,9 g,0.03 µg,71.64 µg,24.23 mg,63.06 mg,0.7 mg,248.85 mg,1,1,,18,26,8,6,36,,18,0,8,27,5,4,5,4661
327 g,,220.0,,10 g,1.5 g,0 g,0 mg,370 mg,29 g,8 g,9 g,,8 g,0.03 µg,123.28 µg,83.78 mg,97.15 mg,2.62 mg,793.6 mg,12,7,,0,16,10,27,19,,15,0,14,93,7,15,17,4681
202 g,,300.0,,14 g,2 g,0 g,55 mg,620 mg,21 g,2 g,2 g,,21 g,0.57 µg,42.64 µg,30.24 mg,43.89 mg,1.98 mg,362.0 mg,18,10,,18,27,8,8,4,,43,3,5,34,3,11,8,4652
324 g,,410.0,,22 g,7 g,0 g,65 mg,270 mg,16 g,3 g,2 g,,38 g,0.32 µg,400.85 µg,25.6 mg,104.88 mg,5.51 mg,751.32 mg,29,34,,22,12,6,12,3,,76,2,45,28,8,31,16,4651
4.64 ea (128 g),,420.0,,26 g,11 g,0 g,0 mg,240 mg,51 g,3 g,29 g,,4 g,0.0 µg,0.0 µg,0.27 mg,51.05 mg,3.06 mg,212.65 mg,33,57,,0,11,18,10,59,,8,0,0,0,4,17,5,4664
"41.85 ea (1,187 g)",,3150.0,,40 g,15 g,0 g,1125 mg,3570 mg,640 g,25 g,409 g,,69 g,7.83 µg,517.06 µg,0.0 mg,352.66 mg,32.88 mg,1675.57 mg,51,75,,375,155,233,90,818,,138,39,57,0,27,183,36,4662
4.03 cup (114 g),,50.0,,0 g,0 g,0 g,0 mg,0 mg,13 g,0 g,13 g,,0 g,0.0 µg,0.11 µg,0.09 mg,9.2 mg,0.13 mg,7.96 mg,0,0,,0,0,5,1,25,,0,0,0,0,1,1,0,4657
53 g,,110.0,,9 g,2.5 g,0 g,5 mg,170 mg,4 g,1 g,1 g,,5 g,0.04 µg,105.25 µg,2.85 mg,79.26 mg,0.93 mg,128.94 mg,12,12,,2,7,1,4,3,,9,0,12,3,6,5,3,4658
3.01 ea (56 g),,80.0,,6 g,0 g,0 g,0 mg,15 mg,8 g,3 g,4 g,,2 g,0.0 µg,25.73 µg,42.04 mg,35.35 mg,1.0 mg,196.62 mg,7,2,,0,1,3,9,8,,3,0,3,47,3,6,4,4659
2.5 ea (71 g),,80.0,,4 g,0.5 g,0 g,0 mg,170 mg,12 g,1 g,8 g,,0 g,0.0 µg,9.74 µg,8.57 mg,21.75 mg,0.67 mg,100.13 mg,5,3,,0,7,4,4,15,,1,0,1,10,2,4,2,4660
128 g,,80.0,,0.5 g,0 g,0 g,0 mg,0 mg,21 g,5 g,14 g,,1 g,0.0 µg,5.03 µg,41.95 mg,31.12 mg,0.63 mg,165.43 mg,1,0,,0,0,7,19,28,,2,0,1,47,2,4,4,4680
85 g,,110.0,,5 g,3.5 g,0 g,15 mg,30 mg,12 g,0 g,11 g,,2 g,0.0 µg,45.14 µg,0.0 mg,75.23 mg,0.0 mg,0.0 mg,7,17,,5,1,4,0,23,,5,0,5,0,6,0,0,4665
,,380.0,,18 g,10 g,0 g,105 mg,490 mg,51 g,0 g,33 g,,5 g,0.74 µg,169.48 µg,0.05 mg,183.6 mg,1.93 mg,222.02 mg,23,52,,35,21,18,2,66,,10,4,19,0,14,11,5,4663
113 g,,130.0,,6 g,1 g,0 g,0 mg,25 mg,19 g,4 g,4 g,,4 g,0.32 µg,19.66 µg,7.98 mg,27.57 mg,1.23 mg,385.36 mg,8,4,,0,1,7,13,8,,7,2,2,9,2,7,8,4655
174 g,,120.0,,4.5 g,0.5 g,0 g,10 mg,40 mg,17 g,3 g,3 g,,4 g,0.05 µg,395.76 µg,44.67 mg,82.08 mg,1.46 mg,387.92 mg,6,3,,3,2,6,11,6,,8,0,44,50,6,8,8,4654
2.6 ea (74 g),,170.0,,9 g,5 g,0 g,20 mg,150 mg,19 g,0 g,2 g,,5 g,0.0 µg,0.0 µg,53.97 mg,0.0 mg,1.31 mg,0.0 mg,11,26,,6,6,7,3,4,,10,0,0,60,0,7,0,4673
2.79 cup (79 g),,140.0,,12 g,1 g,0 g,0 mg,70 mg,8 g,2 g,2 g,,2 g,0.0 µg,7.21 µg,8.91 mg,22.9 mg,0.72 mg,141.77 mg,15,5,,0,3,3,8,5,,4,0,1,10,2,4,3,4611
2.95 ea (84 g),,190.0,,5 g,1 g,0 g,0 mg,50 mg,30 g,2 g,1 g,,5 g,0.0 µg,10.48 µg,35.81 mg,24.07 mg,1.71 mg,171.1 mg,7,4,,0,2,11,7,2,,10,0,1,40,2,10,4,4612
,,210.0,,14 g,1.5 g,0 g,55 mg,440 mg,2 g,0 g,1 g,,18 g,0.57 µg,13.0 µg,2.2 mg,17.95 mg,0.35 mg,303.39 mg,18,8,,18,19,1,1,2,,35,3,1,2,1,2,6,4610
3 cup (85 g),,100.0,,5 g,1 g,0 g,3 mg,75 mg,14 g,2 g,8 g,,2 g,0.01 µg,499.0 µg,7.92 mg,42.14 mg,0.99 mg,337.46 mg,7,6,,1,3,5,9,17,,3,0,55,9,3,6,7,4674
126 g,,50.0,,1 g,0 g,0 g,0 mg,470 mg,9 g,3 g,2 g,,3 g,0.0 µg,505.5 µg,51.56 mg,96.53 mg,3.2 mg,659.27 mg,1,1,,0,20,3,11,4,,7,0,56,57,7,18,14,4675
,,360.0,,24 g,11 g,0 g,270 mg,200 mg,24 g,1 g,10 g,,12 g,0.24 µg,118.28 µg,0.06 mg,105.94 mg,1.74 mg,114.67 mg,31,55,,90,9,9,4,21,,24,1,13,0,8,10,2,4683
,,90.0,,3 g,0 g,0 g,0 mg,125 mg,15 g,3 g,5 g,,1 g,0.0 µg,105.06 µg,8.62 mg,27.25 mg,0.66 mg,132.9 mg,4,2,,0,6,5,10,10,,3,0,12,10,2,4,3,4676
4.1 ea (116 g),,380.0,,25 g,10 g,0 g,0 mg,780 mg,12 g,4 g,0 g,,24 g,0.0 µg,78.95 µg,0.0 mg,1934.72 mg,0.09 mg,10.61 mg,32,51,,0,34,4,16,0,,48,0,9,0,149,1,0,4678
3.48 ea (99 g),,100.0,,6 g,1 g,0 g,0 mg,140 mg,9 g,3 g,2 g,,3 g,0.0 µg,72.81 µg,4.65 mg,75.38 mg,1.46 mg,193.66 mg,8,4,,0,6,3,11,4,,7,0,8,5,6,8,4,4677
1.63 ea (46 g),,130.0,,10 g,4 g,0 g,0 mg,210 mg,0 g,0 g,0 g,,9 g,0.0 µg,0.0 µg,0.0 mg,29.9 mg,1.59 mg,139.38 mg,13,20,,0,9,0,4,0,,18,0,0,0,2,9,3,4575
3 ea (85 g),,100.0,,6 g,1.5 g,0 g,5 mg,120 mg,8 g,2 g,2 g,,3 g,0.03 µg,17.47 µg,2.43 mg,49.05 mg,0.75 mg,123.77 mg,8,8,,2,5,3,9,4,,7,0,2,3,4,4,3,4685
